,Payment_of_Min_Amount,Credit_Score,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
0,0,1,-0.5294117647058824,-0.33651553711799914,-0.38367521538026056,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-1.0,-1.0,0.09613478691774023,-0.6,-0.31296540035699477,-0.6251184819913834,-0.22351326566985538,-0.3387182865377854,-0.047445177658226555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,-0.5294117647058824,-0.33651553711799914,0.0,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-1.2222222222222223,-0.125,0.09613478691774023,-0.6,-0.31296540035699477,-0.01718692794615381,-0.22351326566985538,-0.06356782115753387,-0.2171729269032508,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,0,1,-0.5294117647058824,-0.33651553711799914,-0.38367521538026056,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-0.8333333333333334,-0.125,0.09613478691774023,-0.6,-0.31296540035699477,-0.865482668114318,-0.22351326566985538,-0.6220816163374828,0.12916681902150182,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4,0,1,-0.5294117647058824,-0.33651553711799914,0.0,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-0.7222222222222222,-1.375,-0.10208126858275532,-0.6,-0.31296540035699477,-0.5729410687884343,-0.22351326566985538,-0.46940954865909784,0.12301470176785514,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,0,1,-0.5294117647058824,-0.33651553711799914,-0.38367521538026056,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-1.0,-0.875,0.09613478691774023,-0.6,-0.31296540035699477,-1.133675636653419,-0.22351326566985538,0.37289401271949424,-0.4612053828755724,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,0,1,-0.5294117647058824,-0.33651553711799914,-0.38367521538026056,-0.75,-0.6666666666666666,-0.9285714285714286,0.0,-1.0,-1.125,0.09613478691774023,-0.6,-0.31296540035699477,-0.9679710874874036,-0.22351326566985538,-0.7429615704832498,0.2304917005408926,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
7,0,1,-0.23529411764705882,0.0,-0.016064285423888335,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.375,-0.4836471754212092,-1.0,-0.4361406102566877,-0.9050414365090299,-0.4783584624546086,-0.16521634347700673,0.9161440383380789,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,0,1,-0.23529411764705882,0.0,-0.016064285423888335,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-0.7777777777777778,-1.75,-0.2854311199207137,-1.0,-0.4361406102566877,0.766815627407917,-0.4783584624546086,-0.6295583643606603,1.0008137549139724,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,0,1,-0.23529411764705882,0.0,0.0,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.5,-0.4836471754212092,-1.0,-0.4361406102566877,0.8418000122128019,-0.4783584624546086,-0.20144484119697242,0.8856008639495194,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
10,0,1,-0.23529411764705882,0.0,-0.016064285423888335,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.75,-0.3845391476709614,-1.0,-0.4361406102566877,0.3427689799124062,-0.4783584624546086,0.022434205957056017,0.7588502188390519,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
11,0,1,-0.23529411764705882,0.0,-0.016064285423888335,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.875,-0.4836471754212092,-1.0,-0.4361406102566877,0.15324692121749683,-0.4783584624546086,-0.6071338860524608,0.9820169442784182,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
12,0,1,-0.23529411764705882,0.0,0.0,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.375,-0.4836471754212092,-1.0,-0.4361406102566877,-0.11370637568537256,-0.4783584624546086,-0.413662844802582,0.8807551208444004,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
13,0,1,-0.23529411764705882,0.0,-0.016064285423888335,-1.0,-0.6666666666666666,-0.7142857142857143,-0.75,-1.0,-1.375,-0.4836471754212092,-1.0,-0.4361406102566877,0.10017763126642883,-0.4783584624546086,0.667630592867039,0.21802897248451816,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14,1,1,0.11764705882352941,2.3166557622627497,2.7563683543475914,-1.25,-0.3333333333333333,-0.5714285714285714,-0.25,-0.8888888888888888,-0.875,-0.31714568880079297,-0.8,-0.01665374513940227,-0.41218861998833284,1.4121479262874315,0.30073371153658607,4.404056094390529,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
15,0,1,0.11764705882352941,2.3166557622627497,2.7563683543475914,-1.25,-0.3333333333333333,-0.5714285714285714,-0.25,-0.4444444444444444,-1.125,-0.31714568880079297,-0.8,-0.01665374513940227,1.140869850596873,1.4121479262874315,0.7690439944003471,4.133327397978989,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
16,0,1,0.11764705882352941,2.3166557622627497,2.7563683543475914,-1.25,-0.3333333333333333,-0.5714285714285714,-0.25,-0.7222222222222222,-1.25,-0.11892963330029743,-0.8,-0.01665374513940227,0.8796587957239137,1.4121479262874315,5.073475936607957,0.647056675813023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17,0,1,0.11764705882352941,2.3166557622627497,2.7563683543475914,-1.25,-0.3333333333333333,-0.5714285714285714,-0.25,-0.6111111111111112,-1.25,-0.31714568880079297,-0.8,-0.01665374513940227,-0.0846947096697612,1.4121479262874315,2.2084702757730166,2.9876718371708915,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18,0,1,0.11764705882352941,2.3166557622627497,2.7563683543475914,-1.25,-0.3333333333333333,-0.5714285714285714,-0.25,-0.7222222222222222,-1.125,-0.31714568880079297,-0.8,-0.01665374513940227,0.7095840396645422,1.4121479262874315,0.989323058709668,3.9486834654918117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19,0,1,1.2941176470588236,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-1.1666666666666667,-1.125,-0.823587710604559,-0.6,-0.419655145472357,-0.6581585765533842,-0.49824949191990214,-0.3328064220394959,0.6902507960424691,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
20,0,1,1.2941176470588236,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-0.8888888888888888,-1.5,-0.823587710604559,-0.6,-0.419655145472357,0.3786213878534516,-0.49824949191990214,-0.015596439140465922,0.5461785010141426,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21,0,1,1.3529411764705883,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-1.0,-0.75,-0.823587710604559,-0.6,-0.419655145472357,0.02508813656198627,-0.49824949191990214,-0.3169822412847401,0.5551647524314793,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22,0,1,1.3529411764705883,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-0.7777777777777778,-1.125,-0.8216055500495542,-0.6,-0.419655145472357,0.717147022693459,-0.49824949191990214,1.0558844893622086,-0.35196609953641483,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23,0,1,1.3529411764705883,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-0.8888888888888888,-1.125,-0.7224975222993063,-0.6,-0.419655145472357,-0.5512028382329389,-0.49824949191990214,-0.30574556291766175,0.6066567528911643,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24,0,1,1.3529411764705883,-0.08893095705019435,-0.14499951895020544,-1.0,-0.3333333333333333,-0.8571428571428571,-0.75,-0.8888888888888888,-0.125,-0.823587710604559,-0.6,-0.419655145472357,-0.7160558109512519,-0.49824949191990214,-0.4050744081245156,0.7508277972454924,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25,0,1,-0.11764705882352941,-0.016393179653601396,-0.1454164287721817,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.5,-0.125,0.6769078295341922,-0.4,0.2244499335893599,0.36570616263902817,-0.05032256284495969,-0.6437592158189713,0.43802739300770016,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
26,1,1,-0.11764705882352941,-0.016393179653601396,0.0,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.5555555555555556,-0.125,0.6769078295341922,-0.4,0.2244499335893599,0.3586317968173316,-0.05032256284495969,0.5282306003948453,-0.361633830202757,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,0,1,-0.11764705882352941,-0.016393179653601396,-0.1454164287721817,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.7222222222222222,-0.125,1.0733399405351831,-0.4,0.2244499335893599,-0.276246916099351,-0.05032256284495969,0.6796048999247547,-0.3666981227230709,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
28,0,1,-0.11764705882352941,-0.016393179653601396,-0.1454164287721817,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.3333333333333333,-0.125,0.6769078295341922,-0.4,0.2244499335893599,-0.22354542174501207,-0.05032256284495969,0.06352928236493689,0.468678790058169,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,0,1,-0.11764705882352941,-0.016393179653601396,0.0,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.5,-0.5,0.6769078295341922,-0.4,0.2244499335893599,0.7534824512559211,-0.05032256284495969,-0.5200608165007745,0.45616179649708716,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30,0,1,-0.11764705882352941,-0.016393179653601396,-0.1454164287721817,0.5,0.3333333333333333,-0.07142857142857142,-0.25,0.5,-0.125,0.6769078295341922,0.4,0.2244499335893599,0.20576128042076858,-0.05032256284495969,-0.7099627271763367,0.5544318771303608,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,0,1,-0.5294117647058824,1.7108522096443128,0.0,-1.0,-0.3333333333333333,-0.6428571428571429,-0.25,-0.5555555555555556,-0.125,-0.20416253716551047,0.2,0.028259079626658003,-0.19354042496823823,1.2456174071070811,0.7125217053103108,2.753955260413498,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32,1,1,-0.5294117647058824,1.7108522096443128,2.0462774952785154,-1.0,-0.3333333333333333,-0.6428571428571429,-0.25,-0.5555555555555556,-0.5,0.09316154608523286,0.2,0.028259079626658003,-0.26947877718916685,1.2456174071070811,3.7988585897857012,0.28872510925269446,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,1,1,-0.47058823529411764,1.7108522096443128,2.0462774952785154,-1.0,-0.3333333333333333,-0.6428571428571429,-0.25,-0.4444444444444444,-0.125,-0.20416253716551047,0.2,0.028259079626658003,-0.7091937630319485,1.2456174071070811,3.0472796596762106,1.0405408938081455,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,1,1,-0.47058823529411764,1.7108522096443128,2.0462774952785154,-1.0,-0.3333333333333333,-0.6428571428571429,-0.25,-0.5555555555555556,-0.125,-0.20416253716551047,0.2,0.028259079626658003,-0.038246452669649746,1.2456174071070811,0.6426621142525182,2.873424370470948,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,1,1,-0.47058823529411764,1.7108522096443128,2.0462774952785154,-1.0,-0.3333333333333333,-0.6428571428571429,-0.25,-0.5555555555555556,-0.5,-0.20416253716551047,0.2,0.028259079626658003,-0.5075358108596798,1.2456174071070811,0.9268126175838489,2.574330760634031,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,1,1,0.7058823529411765,-0.07436753566103675,-0.08053354356429875,-1.25,0.0,-0.2857142857142857,-0.5,-1.0555555555555556,-1.875,-0.8979187314172449,-1.0,-0.5464844430821749,-0.45921697192617533,-0.2480279640151076,1.2477993658700595,-0.5672060596154268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,1,1,0.7058823529411765,-0.07436753566103675,-0.08053354356429875,-1.25,0.0,-0.2857142857142857,-0.5,-1.2777777777777777,-1.875,-0.8463825569871161,-0.4,-0.5464844430821749,-0.12382804894747391,-0.2480279640151076,0.1002254998664077,0.3338108295668259,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,1,1,0.7058823529411765,-0.07436753566103675,-0.08053354356429875,-1.25,0.0,-0.2857142857142857,-0.5,-1.1111111111111112,-1.875,-0.449950445986125,-0.4,-0.5464844430821749,-0.22807716825777702,-0.2480279640151076,0.7744586715508678,-0.17043895204056397,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39,1,1,0.7058823529411765,-0.07436753566103675,-0.08053354356429875,-1.25,0.0,-0.2857142857142857,-0.5,-1.1111111111111112,-1.875,-0.449950445986125,-0.4,-0.5464844430821749,-0.7817971534624517,-0.2480279640151076,0.07767517243213137,0.3527131303796317,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40,0,1,0.7647058823529411,-0.07436753566103675,0.0,-1.25,0.0,-0.2857142857142857,-0.5,-1.2777777777777777,-1.625,-0.449950445986125,-0.4,-0.5464844430821749,0.649819051460124,-0.2480279640151076,0.9128102543054988,-0.28640903020363523,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
41,1,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,0.06937561942517337,-0.6,-0.0010757922699216678,0.5933289537212408,-0.0956444399132779,-0.07064206507073417,0.25742372119377616,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42,0,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,0.06937561942517337,-0.6,-0.0010757922699216678,-0.1402462456018363,-0.0956444399132779,-0.41344990551625793,0.4838637314654298,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
43,0,1,0.47058823529411764,-0.023453629690720585,0.0,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,0.06937561942517337,0.2,-0.0010757922699216678,0.705085746348426,-0.0956444399132779,1.0402506574211066,-0.5519351395148256,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,0,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2222222222222222,0.875,0.06937561942517337,0.2,-0.0010757922699216678,-1.030799406186748,-0.0956444399132779,-0.7400015415587207,0.7575882382770844,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45,0,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,-0.22794846382556994,0.2,-0.0010757922699216678,-0.3579479999587801,-0.0956444399132779,0.8451205470955326,-0.2665499648537148,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
46,0,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,0.06937561942517337,0.2,-0.0010757922699216678,0.08223053312889872,-0.0956444399132779,-0.39361923986868375,0.5281520168912273,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
47,0,1,0.47058823529411764,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.625,0.06937561942517337,0.2,-0.0010757922699216678,0.414703593233628,-0.0956444399132779,-0.665630419346085,0.7561592222816382,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
48,1,1,0.5294117647058824,-0.023453629690720585,-0.043148777716864525,-0.25,-0.3333333333333333,0.2857142857142857,-0.25,-0.2777777777777778,0.25,0.06937561942517337,0.2,-0.0010757922699216678,-0.11278279256250773,-0.0956444399132779,-0.7343550055185719,0.7528551574341419,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
